method,input_idx,parent_smiles,nearest_fullgraph_rank,nearest_fullgraph_smiles,nearest_distance_proxy,fullgraph_cf_flip,mcs_num_atoms,mcs_num_bonds,deleted_motif_smiles,canonical_motif_smiles,motif_atom_count,motif_bond_count,component_count,valid_motif,failure_reason
gt_fullgraph_greedy,11,Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4O)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12,18,COC1(c2ccccc2)OC(=O)c2ccccc21,0.6444444444444445,True,12,12,N=Nc1cc(S(=O)(=O)O)c2ccccc2c1N,N=Nc1cc(S(=O)(=O)O)c2ccccc2c1N,17,18,2,True,ok
gt_fullgraph_greedy,12,O=S(c1ccccc1O)S(=O)c1ccccc1O,1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.5897435897435898,True,8,8,O=Sc1ccccc1O,O=[SH]c1ccccc1O,9,9,2,True,ok
gt_fullgraph_greedy,13,O=S1(=O)OC(c2cc(Cl)c(O)c(Br)c2)(c2cc(Cl)c(O)c(Br)c2)c2ccccc21,18,COC1(c2ccccc2)OC(=O)c2ccccc21,0.41414141414141414,True,14,15,Oc1c(Cl)cccc1Br,Oc1c(Cl)cccc1Br,9,9,5,True,ok
gt_fullgraph_greedy,14,Cc1c(C2(c3cc(C(C)C)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(C(C)C)c(O)c1Br,18,COC1(c2ccccc2)OC(=O)c2ccccc21,0.4774774774774775,True,14,15,Cc1ccc(C(C)C)c(O)c1Br,Cc1ccc(C(C)C)c(O)c1Br,12,12,6,True,ok
gt_fullgraph_greedy,15,COC1C(OC(=O)C=CC=CC=CC=CC(=O)O)CCC2(CO2)C1C1(C)OC1CC=C(C)C,7,COc1cc2c(c(OC)c1O)C(=O)CC(c1ccc(O)cc1)O2,0.6206896551724138,True,11,11,O=CC=CC=CC=CC=CC(=O)O,O=CC=CC=CC=CC=CC(=O)O,13,12,2,True,ok
gt_fullgraph_greedy,16,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(C)C(O)C(O)C5O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,7,COc1cc2c(c(OC)c1O)C(=O)CC(c1ccc(O)cc1)O2,0.46496815286624205,True,20,22,CC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,22,23,2,True,ok
gt_fullgraph_greedy,17,COc1cc(-c2ccc(N=Nc3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(OC)c2)ccc1N=Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,7,COc1cc2c(c(OC)c1O)C(=O)CC(c1ccc(O)cc1)O2,0.6763005780346821,True,14,14,N=Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,N=Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,22,23,3,True,ok
gt_fullgraph_greedy,18,Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc2c1N=Nc1ccc(-c2ccc(N=Nc3c(N)c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)ccc34)c(S(=O)(=O)O)c2)cc1,18,COC1(c2ccccc2)OC(=O)c2ccccc21,0.6981132075471698,True,12,12,N=Nc1c(N)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc12,N=Nc1c(N)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc12,21,22,3,True,ok
gt_fullgraph_greedy,19,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,18,COC1(c2ccccc2)OC(=O)c2ccccc21,0.6981132075471698,True,12,12,N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,22,23,4,True,ok
gt_fullgraph_greedy,20,C#CC1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CCC21C,15,Cc1ccc2c(c1)-c1[nH]c3ccccc3c1CS2,0.27906976744186046,True,16,15,CC,CC,2,1,5,True,ok
gt_fullgraph_greedy,21,c1ccc2c3c(ccc2c1)[O][Fe-4]12([O]c4ccc5ccccc5c4N=[O+]1)([O]c1ccc4ccccc4c1N=[O+]2)[O+]=N3,11,O=c1c2ccccc2oc2ccccc12,0.6333333333333333,True,11,11,N=[O+][Fe-4]12([O]c3ccc4ccccc4c3N=[O+]1)[O]c1ccc3ccccc3c1N=[O+]2,N=[O+][Fe-4]12([O]c3ccc4ccccc4c3N=[O+]1)[O]c1ccc3ccccc3c1N=[O+]2,29,34,1,True,ok
gt_fullgraph_greedy,22,O=S1c2ccccc2Sc2ccccc21,15,Cc1ccc2c(c1)-c1[nH]c3ccccc3c1CS2,0.2676056338028169,True,13,13,O,O,1,0,2,False,motif_too_small
gt_fullgraph_greedy,23,COc1cc2nncc(S)c2cc1OC,7,COc1cc2c(c(OC)c1O)C(=O)CC(c1ccc(O)cc1)O2,0.4430379746835443,True,11,11,nn,,,,3,False,motif_parse_failed
gt_fullgraph_greedy,24,CC(=O)C1=C(C)C2=Cc3c(C(C)=O)c(C)c4[n]3[Fe-3]35([Cl])[n]6c(c(C)c(CCC(=O)O)c6=CC6=[N+]3C(=C4)C(C)=C6CCC(=O)O)=CC1=[N+]25,15,Cc1ccc2c(c1)-c1[nH]c3ccccc3c1CS2,0.7971014492753623,True,7,7,CC(=O)C1=C(C)C[N+]2=C1C=c1c(C)c(CCC(=O)O)c3[n]1[Fe-3]2([Cl])[N+]1=C(C=3)C(CCC(=O)O)=C(C)C1,CC(=O)C1=C(C)C[N+]2=C1C=c1c(C)c(CCC(=O)O)c3[n]1[Fe-3]2([Cl])[N+]1=C(C=3)C(CCC(=O)O)=C(C)C1,35,39,3,True,ok
gt_fullgraph_greedy,25,N=C(N)Nc1ccccc1SSc1ccccc1NC(=N)N.O=S(=O)(O)O,1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.6631578947368421,True,8,8,N=C(N)Nc1ccccc1S,N=C(N)Nc1ccccc1S,11,11,3,True,ok
gt_fullgraph_greedy,26,COC(=S)SSC(=S)NCCN(CCNC(=S)SSC(=S)OC)C(=S)SSC(=S)OC,3,CC=C(c1cc(Br)c(OC)c(C(=O)OC)c1)c1cc(Br)c(OC)c(C(=O)OC)c1,0.9166666666666666,True,3,2,COC(=S)SSC(=S)NCCN(CCNC(=S)SS)C(=S)SSC(=S)OC,COC(=S)SSC(=S)NCCN(CCNC(=S)SS)C(=S)SSC(=S)OC,27,26,2,True,ok
gt_fullgraph_greedy,27,O=c1[nH]c2cc(Cl)c(Br)cc2o1,14,Cn1cnnc1SC(F)(F)c1nc2ccccc2o1,0.4153846153846154,True,9,10,O,O,1,0,3,False,motif_too_small
gt_fullgraph_greedy,28,COc1ccc(C)cc1S(=O)(=O)c1c(Cl)cccc1[N+](=O)[O-],1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.13953488372093023,True,18,19,CO,CO,2,1,3,True,ok
gt_fullgraph_greedy,29,Cc1c(N=Nc2cc(N=Nc3ccc(N=Nc4ccc(O)c(C(=O)O)c4)cc3)c(N)cc2N)cccc1S(=O)(=O)O,1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.7142857142857143,True,9,9,N=Nc1cc(N=Nc2ccc(N=Nc3ccc(O)c(C(=O)O)c3)cc2)c(N)cc1N,N=Nc1cc(N=Nc2ccc(N=Nc3ccc(O)c(C(=O)O)c3)cc2)c(N)cc1N,30,32,3,True,ok
gt_fullgraph_greedy,30,NC(=O)CSSCC(N)=O,14,Cn1cnnc1SC(F)(F)c1nc2ccccc2o1,0.8983050847457628,True,2,1,NC(=O)CS,NC(=O)CS,5,4,2,True,ok
gt_fullgraph_greedy,31,O=[N+]([O-])c1ccc(C=Cc2ccc(N=Nc3ccc(C=Cc4ccc([N+](=O)[O-])cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.7567567567567568,True,9,9,C=Cc1ccc(N=Nc2ccc(C=Cc3ccc([N+](=O)[O-])cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)cc1S(=O)(=O)O,C=Cc1ccc(N=Nc2ccc(C=Cc3ccc([N+](=O)[O-])cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)cc1S(=O)(=O)O,39,41,3,True,ok
gt_fullgraph_greedy,32,O=C(O)c1cc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(O)c(C(=O)O)c4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)ccc1O,1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.7352941176470589,True,9,9,C=Cc1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1S(=O)(=O)O,C=Cc1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1S(=O)(=O)O,24,25,3,True,ok
gt_fullgraph_greedy,33,O=S(=O)(O)c1cc(N=Nc2ccc(O)c3ccccc23)ccc1C=Cc1ccc(N=Nc2ccc(O)c3ccccc23)cc1S(=O)(=O)O,11,O=c1c2ccccc2oc2ccccc12,0.6992481203007519,True,10,10,N=Nc1ccc(C=Cc2ccc(N=Nc3ccc(O)c4ccccc34)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,N=Nc1ccc(C=Cc2ccc(N=Nc3ccc(O)c4ccccc34)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,37,40,2,True,ok
gt_fullgraph_greedy,34,O=S(=O)(O)c1cc(N=Nc2cc(S(=O)(=O)O)c3ccccc3c2O)ccc1C=Cc1ccc(N=Nc2cc(S(=O)(=O)O)c3ccccc3c2O)cc1S(=O)(=O)O,11,O=c1c2ccccc2oc2ccccc12,0.7315436241610739,True,10,10,N=Nc1ccc(C=Cc2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3O)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,N=Nc1ccc(C=Cc2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3O)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,41,44,3,True,ok
gt_fullgraph_greedy,35,O=C(O)c1cc2ccccc2c(N=Nc2ccc(C=Cc3ccc(N=Nc4c(O)c(C(=O)O)cc5ccccc45)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)c1O,15,Cc1ccc2c(c1)-c1[nH]c3ccccc3c1CS2,0.7105263157894737,True,11,11,N=Nc1ccc(C=Cc2ccc(N=Nc3c(O)c(C(=O)O)cc4ccccc34)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,N=Nc1ccc(C=Cc2ccc(N=Nc3c(O)c(C(=O)O)cc4ccccc34)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,40,43,4,True,ok
gt_fullgraph_greedy,36,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,6,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4ccc(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cc34)cc2)n1,0.7318840579710145,True,18,19,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(N)=O)c2)c1,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(N)=O)c2)c1,54,58,4,True,ok
gt_fullgraph_greedy,37,c1ccc2[nH]c(SSc3nc4ccccc4[nH]3)nc2c1,4,Fc1ccc(C2SCc3nc4ccccc4n32)cc1Cl,0.5581395348837209,True,9,10,SSc1nc2ccccc2[nH]1,SSc1nc2ccccc2[nH]1,11,12,1,True,ok
gt_fullgraph_greedy,38,O=C1c2ccccc2C(=O)c2c(S)cccc21,11,O=c1c2ccccc2oc2ccccc12,0.14705882352941177,True,14,15,C=O,C=O,2,1,2,True,ok
gt_fullgraph_greedy,39,Nc1cc(C(=O)O)ccc1SSc1ccc(C(=O)O)cc1N,1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.5813953488372093,True,9,9,Nc1cc(C(=O)O)ccc1S,Nc1cc(C(=O)O)ccc1S,11,11,3,True,ok
gt_fullgraph_greedy,40,CC(=O)Nc1ccc(S2=Nc3ccccc3S2)cc1,15,Cc1ccc2c(c1)-c1[nH]c3ccccc3c1CS2,0.620253164556962,True,8,7,CC(=O)Nc1ccc(S)cc1,CC(=O)Nc1ccc(S)cc1,11,11,1,True,ok
gt_fullgraph_greedy,41,Cc1cc(Cc2cc(C)cc(S(=O)(=O)O)c2O)c(O)c(S(=O)(=O)O)c1,3,CC=C(c1cc(Br)c(OC)c(C(=O)OC)c1)c1cc(Br)c(OC)c(C(=O)OC)c1,0.43636363636363634,True,15,16,O=S(=O)O,O=[SH](=O)O,4,3,4,True,ok
gt_fullgraph_greedy,42,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,7,COc1cc2c(c(OC)c1O)C(=O)CC(c1ccc(O)cc1)O2,0.391304347826087,True,20,22,CC1OC(OCC2OCC(O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCC2OCC(O)C(O)C2O)C(O)C(O)C1O,21,22,3,True,ok
gt_fullgraph_greedy,43,CN(c1ccc(C(N)=O)cc1)c1c(O)nc2ccccc2c1O,15,Cc1ccc2c(c1)-c1[nH]c3ccccc3c1CS2,0.5402298850574713,True,10,10,CNc1ccc(C(N)=O)cc1,CNc1ccc(C(N)=O)cc1,11,11,3,True,ok
gt_fullgraph_greedy,44,COc1ccc(OC)c(N=Nc2c(O)nc3ccccc3c2O)c1,15,Cc1ccc2c(c1)-c1[nH]c3ccccc3c1CS2,0.550561797752809,True,10,10,COc1ccc(OC)c(N=N)c1,COc1ccc(OC)c(N=N)c1,12,12,3,True,ok
gt_fullgraph_greedy,45,O=C(Nc1ccc2c(O)c(N=Nc3ccc4c(O)cc(S(=O)(=O)O)cc4c3)c(S(=O)(=O)O)cc2c1)c1ccccc1,11,O=c1c2ccccc2oc2ccccc12,0.6610169491525424,True,10,10,N=Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,N=Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,17,18,4,True,ok
gt_fullgraph_greedy,46,O=C(Nc1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1)c1ccc(N=Nc2ccc3c(S(=O)(=O)O)cccc3c2O)cc1,6,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4ccc(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cc34)cc2)n1,0.6613756613756614,True,16,16,Nc1ccc2c(S(=O)(=O)O)cccc2c1O,Nc1ccc2c(S(=O)(=O)O)cccc2c1O,16,17,2,True,ok
gt_fullgraph_greedy,47,O=C(Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1)Nc1ccc2c(O)c(N=Nc3ccc4cc(S(=O)(=O)O)ccc4c3)c(S(=O)(=O)O)cc2c1,11,O=c1c2ccccc2oc2ccccc12,0.708029197080292,True,10,10,NC(=O)Nc1ccc2c(O)c(N=Nc3ccc4cc(S(=O)(=O)O)ccc4c3)c(S(=O)(=O)O)cc2c1,NC(=O)Nc1ccc2c(O)c(N=Nc3ccc4cc(S(=O)(=O)O)ccc4c3)c(S(=O)(=O)O)cc2c1,35,38,3,True,ok
gt_fullgraph_greedy,48,CC(=O)Nc1cc2c(O)c(N=Nc3ccc(C(=O)Nc4ccc(N=Nc5ccc(S(=O)(=O)O)cc5)cc4)cc3)c(S(=O)(=O)O)cc2cc1S(=O)(=O)O,6,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4ccc(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cc34)cc2)n1,0.6878048780487804,True,16,16,CC(=O)Nc1cc2c(O)c(N)c(S(=O)(=O)O)cc2cc1S(=O)(=O)O,CC(=O)Nc1cc2c(O)c(N)c(S(=O)(=O)O)cc2cc1S(=O)(=O)O,24,25,2,True,ok
gt_fullgraph_greedy,49,Cc1cc(NC(=O)c2ccc(N)cc2)ccc1N=Nc1ccc2c(O)c(N=Nc3ccc4cc(S(=O)(=O)O)ccc4c3)c(S(=O)(=O)O)cc2c1,6,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4ccc(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cc34)cc2)n1,0.6831683168316832,True,16,16,N=Nc1ccc2c(O)c(N=Nc3ccc4cc(S(=O)(=O)O)ccc4c3)c(S(=O)(=O)O)cc2c1,N=Nc1ccc2c(O)c(N=Nc3ccc4cc(S(=O)(=O)O)ccc4c3)c(S(=O)(=O)O)cc2c1,33,36,2,True,ok
gt_fullgraph_greedy,50,COc1ccccc1N=Nc1c(S(=O)(=O)O)cc2cc(NC(=O)Nc3ccc4c(O)c(N=Nc5c(N)ccc6cc(S(=O)(=O)O)ccc56)c(S(=O)(=O)O)cc4c3)ccc2c1O,11,O=c1c2ccccc2oc2ccccc12,0.75,True,10,10,NC(=O)Nc1ccc2c(O)c(N=Nc3c(N)ccc4cc(S(=O)(=O)O)ccc34)c(S(=O)(=O)O)cc2c1,NC(=O)Nc1ccc2c(O)c(N=Nc3c(N)ccc4cc(S(=O)(=O)O)ccc34)c(S(=O)(=O)O)cc2c1,36,39,4,True,ok
gt_fullgraph_greedy,51,CC1=NN(c2ccc(Cl)cc2S(=O)(=O)O)C(=O)C1N=Nc1ccc(OS(=O)(=O)c2ccc(C)cc2)cc1,1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.6610169491525424,True,10,10,CC1=NN(c2ccc(Cl)cc2S(=O)(=O)O)C(=O)C1N=Nc1ccc(O)cc1,CC1=NN(c2ccc(Cl)cc2S(=O)(=O)O)C(=O)C1N=Nc1ccc(O)cc1,27,29,1,True,ok
gt_fullgraph_greedy,52,O=S(=O)(O)c1cc(O)c2c(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)O)cccc34)cc(S(=O)(=O)O)cc2c1,6,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4ccc(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cc34)cc2)n1,0.6216216216216216,True,17,18,N=Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,N=Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,21,22,2,True,ok
gt_fullgraph_greedy,53,O=[N+]([O-])c1ccc(N=Nc2c(O)c(N=Nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3O)cc(N=Nc3cc(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(O)c34)c2O)cc1,11,O=c1c2ccccc2oc2ccccc12,0.726027397260274,True,10,10,N=Nc1cc(N=Nc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)c(O)c(N=Nc2ccc([N+](=O)[O-])cc2)c1O,N=Nc1cc(N=Nc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)c(O)c(N=Nc2ccc([N+](=O)[O-])cc2)c1O,36,38,4,True,ok
gt_fullgraph_greedy,54,Cc1cc(-c2ccc(N=Nc3c(N)c(C)cc(S(=O)(=O)O)c3N)c(C)c2)ccc1N=Nc1ccc(O)c(C(=O)O)c1,18,COC1(c2ccccc2)OC(=O)c2ccccc21,0.6097560975609756,True,12,12,Cc1cc(S(=O)(=O)O)c(N)c(N=N)c1N,Cc1cc(S(=O)(=O)O)c(N)c(N=N)c1N,15,15,4,True,ok
gt_fullgraph_greedy,55,CCOc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(OCC)cc4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)cc1,1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.7272727272727273,True,9,9,C=Cc1ccc(N=Nc2ccc(OCC)cc2)cc1S(=O)(=O)O,C=Cc1ccc(N=Nc2ccc(OCC)cc2)cc1S(=O)(=O)O,23,24,3,True,ok
gt_fullgraph_greedy,56,O=S(=O)(O)c1cccc(N=Nc2ccc(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)O)cccc34)c3ccccc23)c1,6,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4ccc(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cc34)cc2)n1,0.6354166666666666,True,17,18,N=Nc1ccc(N=Nc2cccc(S(=O)(=O)O)c2)c2ccccc12,N=Nc1ccc(N=Nc2cccc(S(=O)(=O)O)c2)c2ccccc12,24,26,2,True,ok
gt_fullgraph_greedy,57,Nc1cccc(N=Nc2c(S(=O)(=O)O)cc3cc(NC(=O)Nc4ccc5c(O)c(N=Nc6cccc(N)c6)c(S(=O)(=O)O)cc5c4)ccc3c2O)c1,11,O=c1c2ccccc2oc2ccccc12,0.7163120567375887,True,10,10,NC(=O)Nc1ccc2c(O)c(N=Nc3cccc(N)c3)c(S(=O)(=O)O)cc2c1,NC(=O)Nc1ccc2c(O)c(N=Nc3cccc(N)c3)c(S(=O)(=O)O)cc2c1,28,30,4,True,ok
gt_fullgraph_greedy,58,O=S(=O)(O)c1cc2nc3c4cccc(S(=O)(=O)O)c4c(Nc4ccccc4)cc3[n+](-c3ccccc3)c2cc1Nc1ccccc1,10,COc1ccc2[nH]c3c4c(c5cc(C(C)(C)C)ccc5c3c2c1)C(=O)N(c1ccccc1)C4=O,0.4269005847953216,True,24,25,Nc1ccccc1,Nc1ccccc1,7,7,4,True,ok
gt_fullgraph_greedy,59,Nc1ccc(N=Nc2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)c(N=Nc5ccc(N=Nc6ccc(N)cc6N)cc5)c(O)c4c3N)cc2)c(N)c1,11,O=c1c2ccccc2oc2ccccc12,0.7315436241610739,True,10,10,N=Nc1ccc(N=Nc2ccc(N)cc2N)cc1,N=Nc1ccc(N=Nc2ccc(N)cc2N)cc1,18,19,6,True,ok
